Sentence Number,Token Number,Text
402,4,Listen
402,5,to
402,6,Me
402,7,released
403,0,What
403,1,is
403,2,the
403,3,genre
403,4,of
403,5,the
403,6,1989
403,7,film
403,8,Listen
403,9,to
403,10,Me
404,0,What
404,1,genre
404,2,does
404,3,The
404,4,Subtle
404,5,Knife
404,6,belong
404,7,to
405,0,Who
405,1,is
405,2,the
405,3,author
405,4,of
405,5,The
405,6,Subtle
405,7,Knife
406,0,When
406,1,was
406,2,The
406,3,Subtle
406,4,Knife
406,5,released
407,0,Can
407,1,you
407,2,summarize
407,3,the
407,4,plot
407,5,of
407,6,Bugles
407,7,in
407,8,the
407,9,Afternoon
408,0,What
408,1,year
408,2,was
408,3,Bugles
408,4,in
408,5,the
408,6,Afternoon
408,7,released
409,0,How
409,1,would
409,2,you
409,3,describe
409,4,the
409,5,genre
409,6,of
409,7,Bugles
409,8,in
409,9,the
409,10,Afternoon
410,0,Are
410,1,mud
410,2,cookies
410,3,a
410,4,common
410,5,food
410,6,in
410,7,Haiti
411,0,How
411,1,are
411,2,mud
411,3,cookies
411,4,traditionally
411,5,dried
412,0,What
412,1,is
412,2,the
412,3,purpose
412,4,of
412,5,mixing
412,6,dirt
412,7,with
412,8,salt
412,9,and
412,10,fat
412,11,in
412,12,a
412,13,mud
412,14,cookie
413,0,When
413,1,was
413,2,Zinna
413,3,Abbey
413,4,founded
414,0,Where
414,1,is
414,2,Zinna
414,3,Abbey
414,4,located
415,0,Is
415,1,Zinna
415,2,Abbey
415,3,still
415,4,an
415,5,active
415,6,place
415,7,of
415,8,worship
416,0,When
416,1,was
416,2,the
416,3,Kremlin
416,4,Senate
416,5,built
417,0,Where
417,1,is
417,2,the
417,3,Kremlin
417,4,Senate
417,5,located
418,0,How
418,1,would
418,2,you
418,3,describe
418,4,the
418,5,architecture
418,6,of
418,7,the
418,8,Kremlin
418,9,Senate
419,0,When
419,1,was
419,2,the
419,3,TV
419,4,series
419,5,Young
419,6,Wallander
419,7,released
420,0,What
420,1,is
420,2,the
420,3,genre
420,4,of
420,5,the
420,6,TV
420,7,series
420,8,Young
420,9,Wallander
421,0,Where
421,1,is
421,2,the
421,3,TV
421,4,series
421,5,Young
421,6,Wallander
421,7,set
422,0,What
422,1,is
422,2,the
422,3,significance
422,4,of
422,5,the
422,6,Wudang
422,7,Sect
422,8,in
422,9,the
422,10,overall
422,11,storyline
422,12,of
422,13,wuxia
422,14,fiction
423,0,How
423,1,does
423,2,the
423,3,Wudang
423,4,Sect's
423,5,martial
423,6,arts
423,7,style
423,8,differ
423,9,from
423,10,other
423,11,sects
424,0,Which
424,1,works
424,2,of
424,3,wuxia
424,4,fiction
424,5,mention
424,6,the
424,7,Wudang
424,8,Sect
425,0,Is
425,1,The
425,2,Tales
425,3,of
425,4,Beedle
425,5,the
425,6,Bard
425,7,set
425,8,in
425,9,the
425,10,Harry
425,11,Potter
425,12,universe
426,0,What
426,1,type
426,2,of
426,3,book
426,4,is
426,5,The
426,6,Tales
426,7,of
426,8,Beedle
426,9,the
426,10,Bard
427,0,How
427,1,many
427,2,tales
427,3,are
427,4,included
427,5,in
427,6,The
427,7,Tales
427,8,of
427,9,Beedle
427,10,the
427,11,Bard
428,0,What
428,1,kind
428,2,of
428,3,place
428,4,is
428,5,the
428,6,Pühtitsa
428,7,Convent
428,8,and
428,9,what
428,10,activities
428,11,take
428,12,place
428,13,there
429,0,Can
429,1,you
429,2,briefly
429,3,describe
429,4,the
429,5,Pühtitsa
429,6,Convent
429,7,and
429,8,its
429,9,significance
430,0,How
430,1,long
430,2,has
430,3,the
430,4,Pühtitsa
430,5,Convent
430,6,been
430,7,standing
430,8,in
430,9,Estonia
431,0,What
431,1,is
431,2,the
431,3,genre
431,4,of
431,5,Gulliver's
431,6,Travels
432,0,In
432,1,what
432,2,year
432,3,was
432,4,Gulliver's
432,5,Travels
432,6,published
433,0,What
433,1,type
433,2,of
433,3,artistic
433,4,work
433,5,is
433,6,Gulliver's
433,7,Travels
434,0,Is
434,1,Angels
434,2,&
434,3,Demons
434,4,a
434,5,novel
434,6,or
434,7,an
434,8,artwork
435,0,Who
435,1,is
435,2,the
435,3,author
435,4,of
435,5,Angels
435,6,&
435,7,Demons
436,0,When
436,1,was
436,2,Angels
436,3,&
436,4,Demons
436,5,published
437,0,What
437,1,is
437,2,the
437,3,name
437,4,of
437,5,the
437,6,neighborhood
437,7,where
437,8,Heydar
437,9,Mosque
437,10,is
437,11,situated
438,0,What
438,1,type
438,2,of
438,3,place
438,4,is
438,5,Heydar
438,6,Mosque
439,0,In
439,1,which
439,2,city
439,3,is
439,4,the
439,5,Heydar
439,6,Mosque
439,7,located
440,0,When
440,1,was
440,2,the
440,3,Cello
440,4,Concerto
440,5,No
440,6,2
440,7,composed
441,0,Who
441,1,composed
441,2,the
441,3,Cello
441,4,Concerto
441,5,No
441,6,2
442,0,What
442,1,instrument
442,2,is
442,3,featured
442,4,prominently
442,5,in
442,6,the
442,7,Cello
442,8,Concerto
442,9,No
442,10,2
443,0,When
443,1,was
443,2,the
443,3,TV
443,4,series
443,5,War
443,6,and
443,7,Remembrance
443,8,first
443,9,aired
444,0,Who
444,1,are
444,2,the
444,3,main
444,4,characters
444,5,in
444,6,the
444,7,TV
444,8,series
444,9,War
444,10,and
444,11,Remembrance
445,0,How
445,1,many
445,2,seasons
445,3,are
445,4,there
445,5,in
445,6,the
445,7,television
445,8,series
445,9,War
445,10,and
445,11,Remembrance
446,0,What
446,1,is
446,2,the
446,3,significance
446,4,of
446,5,Terem
446,6,Palace
446,7,in
446,8,Russian
446,9,history
447,0,How
447,1,old
447,2,is
447,3,Terem
447,4,Palace
448,0,Who
448,1,commissioned
448,2,the
448,3,construction
448,4,of
448,5,Terem
448,6,Palace
449,0,Which
449,1,storyline
449,2,first
449,3,introduced
449,4,the
449,5,concept
449,6,of
449,7,the
449,8,Horsemen
449,9,of
449,10,Apocalypse
449,11,in
449,12,Marvel
449,13,Comics
450,0,What
450,1,are
450,2,the
450,3,powers
450,4,and
450,5,abilities
450,6,of
450,7,the
450,8,Horsemen
450,9,of
450,10,Apocalypse
451,0,Have
451,1,there
451,2,been
451,3,different
451,4,versions
451,5,of
451,6,the
451,7,Horsemen
451,8,of
451,9,Apocalypse
451,10,in
451,11,alternate
451,12,Marvel
451,13,universes
452,0,What
452,1,is
452,2,the
452,3,Unknown
452,4,Soldier
452,5,Memorial
452,6,in
452,7,Egypt
453,0,When
453,1,was
453,2,the
453,3,Symphony
453,4,in
453,5,D
453,6,minor
453,7,first
453,8,performed
454,0,What
454,1,is
454,2,the
454,3,key
454,4,signature
454,5,of
454,6,the
454,7,Symphony
454,8,in
454,9,D
454,10,minor
455,0,How
455,1,many
455,2,movements
455,3,are
455,4,there
455,5,in
455,6,the
455,7,Symphony
455,8,in
455,9,D
455,10,minor
456,0,What
456,1,is
456,2,the
456,3,subject
456,4,of
456,5,Mao's
456,6,Great
456,7,Famine
457,0,Who
457,1,is
457,2,the
457,3,author
457,4,of
457,5,the
457,6,book
457,7,Mao's
457,8,Great
457,9,Famine
458,0,When
458,1,was
458,2,the
458,3,book
458,4,Mao's
458,5,Great
458,6,Famine
458,7,published
459,0,How
459,1,many
459,2,seasons
459,3,of
459,4,the
459,5,television
459,6,series
459,7,The
459,8,Adventures
459,9,of
459,10,Champion
459,11,were
459,12,produced
460,0,Who
460,1,is
460,2,the
460,3,main
460,4,character
460,5,in
460,6,the
460,7,television
460,8,series
460,9,The
460,10,Adventures
460,11,of
460,12,Champion
461,0,In
461,1,which
461,2,year
461,3,did
461,4,The
461,5,Adventures
461,6,of
461,7,Champion
461,8,first
461,9,premiere
462,0,When
462,1,was
462,2,The
462,3,Digest
462,4,of
462,5,Laws
462,6,of
462,7,the
462,8,Russian
462,9,Empire
462,10,published
463,0,How
463,1,would
463,2,you
463,3,describe
463,4,the
463,5,content
463,6,of
463,7,The
463,8,Digest
463,9,of
463,10,Laws
463,11,of
463,12,the
463,13,Russian
463,14,Empire
464,0,Who
464,1,compiled
464,2,The
464,3,Digest
464,4,of
464,5,Laws
464,6,of
464,7,the
464,8,Russian
464,9,Empire
465,0,Which
465,1,director
465,2,helmed
465,3,the
465,4,2000
465,5,film
465,6,Gone
465,7,in
465,8,60
465,9,Seconds
466,0,What
466,1,year
466,2,was
466,3,the
466,4,movie
466,5,Gone
466,6,in
466,7,60
466,8,Seconds
466,9,released
467,0,How
467,1,long
467,2,does
467,3,it
467,4,take
467,5,for
467,6,something
467,7,to
467,8,vanish
467,9,in
467,10,the
467,11,movie
467,12,Gone
467,13,in
467,14,60
467,15,Seconds
468,0,Can
468,1,you
468,2,provide
468,3,an
468,4,example
468,5,of
468,6,a
468,7,major
468,8,event
468,9,or
468,10,storyline
468,11,within
468,12,the
468,13,Marvel
468,14,multiverse
469,0,Are
469,1,there
469,2,different
469,3,versions
469,4,of
469,5,popular
469,6,Marvel
469,7,characters
469,8,within
469,9,the
469,10,Marvel
469,11,multiverse
470,0,How
470,1,does
470,2,the
470,3,concept
470,4,of
470,5,the
470,6,Marvel
470,7,multiverse
470,8,impact
470,9,storytelling
470,10,and
470,11,character
470,12,development
470,13,in
470,14,Marvel
470,15,Comics
471,0,How
471,1,many
471,2,episodes
471,3,are
471,4,there
471,5,in
471,6,The
471,7,Light
471,8,in
471,9,Your
471,10,Eyes
471,11,TV
471,12,series
472,0,Who
472,1,are
472,2,the
472,3,main
472,4,actors
472,5,in
472,6,The
472,7,Light
472,8,in
472,9,Your
472,10,Eyes
473,0,When
473,1,was
473,2,The
473,3,Light
473,4,in
473,5,Your
473,6,Eyes
473,7,first
473,8,aired
473,9,in
473,10,South
473,11,Korea
474,0,How
474,1,is
474,2,the
474,3,Justice
474,4,League
474,5,International
474,6,different
474,7,from
474,8,the
474,9,original
474,10,Justice
474,11,League
475,0,What
475,1,is
475,2,the
475,3,mission
475,4,of
475,5,the
475,6,Justice
475,7,League
475,8,International
476,0,Which
476,1,DC
476,2,Comics
476,3,series
476,4,features
476,5,the
476,6,Justice
476,7,League
476,8,International
477,0,What
477,1,kind
477,2,of
477,3,stories
477,4,are
477,5,set
477,6,in
477,7,the
477,8,Hyborian
477,9,Age
478,0,Who
478,1,created
478,2,the
478,3,concept
478,4,of
478,5,the
478,6,Hyborian
478,7,Age
479,0,Is
479,1,the
479,2,Hyborian
479,3,Age
479,4,based
479,5,on
479,6,real
479,7,historical
479,8,events
480,0,When
480,1,was
480,2,the
480,3,Sonata
480,4,for
480,5,Violin
480,6,and
480,7,Cello
480,8,first
480,9,performed
481,0,What
481,1,instruments
481,2,are
481,3,featured
481,4,in
481,5,the
481,6,Sonata
481,7,for
481,8,Violin
481,9,and
481,10,Cello
482,0,How
482,1,would
482,2,you
482,3,describe
482,4,the
482,5,style
482,6,of
482,7,the
482,8,Sonata
482,9,for
482,10,Violin
482,11,and
482,12,Cello
483,0,Where
483,1,was
483,2,Infante
483,3,Jaime
483,4,Duke
483,5,of
483,6,Segovia
483,7,from
484,0,What
484,1,title
484,2,did
484,3,Infante
484,4,Jaime
484,5,Duke
484,6,of
484,7,Segovia
484,8,hold
485,0,When
485,1,was
485,2,Infante
485,3,Jaime
485,4,Duke
485,5,of
485,6,Segovia
485,7,born
486,0,What
486,1,instruments
486,2,are
486,3,featured
486,4,in
486,5,St
486,6,Mary's
486,7,Trumpet
486,8,Call
487,0,Who
487,1,is
487,2,the
487,3,composer
487,4,of
487,5,St
487,6,Mary's
487,7,Trumpet
487,8,Call
488,0,How
488,1,long
488,2,is
488,3,the
488,4,duration
488,5,of
488,6,St
488,7,Mary's
488,8,Trumpet
488,9,Call
489,0,Who
489,1,starred
489,2,in
489,3,the
489,4,1972
489,5,movie
489,6,The
489,7,Visitors
490,0,What
490,1,year
490,2,was
490,3,The
490,4,Visitors
490,5,released
491,0,What
491,1,is
491,2,the
491,3,nationality
491,4,of
491,5,the
491,6,film
491,7,The
491,8,Visitors
492,0,When
492,1,was
492,2,The
492,3,Man
492,4,Who
492,5,Was
492,6,Thursday
492,7,first
492,8,published
493,0,What
493,1,is
493,2,the
493,3,genre
493,4,of
493,5,the
493,6,artwork
493,7,The
493,8,Man
493,9,Who
493,10,Was
493,11,Thursday
494,0,Can
494,1,you
494,2,provide
494,3,a
494,4,brief
494,5,summary
494,6,of
494,7,the
494,8,storyline
494,9,in
494,10,the
494,11,artwork
494,12,The
494,13,Man
494,14,Who
494,15,Was
494,16,Thursday
495,0,Can
495,1,visitors
495,2,enter
495,3,the
495,4,Rüstem
495,5,Pasha
495,6,Mosque
495,7,to
495,8,explore
495,9,its
495,10,interior
496,0,How
496,1,would
496,2,you
496,3,describe
496,4,the
496,5,architectural
496,6,style
496,7,of
496,8,the
496,9,Rüstem
496,10,Pasha
496,11,Mosque
497,0,What
497,1,is
497,2,the
497,3,significance
497,4,of
497,5,the
497,6,Rüstem
497,7,Pasha
497,8,Mosque
497,9,within
497,10,the
497,11,local
497,12,community
498,0,What
498,1,was
498,2,the
498,3,purpose
498,4,of
498,5,Noah's
498,6,Ark
499,0,How
499,1,many
499,2,of
499,3,each
499,4,animal
499,5,were
499,6,on
499,7,Noah's
499,8,Ark
500,0,Did
500,1,Noah's
500,2,Ark
500,3,come
500,4,to
500,5,rest
500,6,on
500,7,Mount
500,8,Ararat
