id	wikidata_id	entity_types	source	targets	source_locale	target_locale
Q312491_0	Q312491	['Person']	When did John Malalas live and write his chronicles?	[{'translation': 'Wann hat Johannes Malalas gelebt und seine Chroniken geschrieben?', 'mention': 'Johannes Malalas'}]	en	de
Q312491_1	Q312491	['Person']	What nationality was John Malalas?	[{'translation': 'Welche Nationalität hatte Johannes Malalas?', 'mention': 'Johannes Malalas'}]	en	de
Q312491_2	Q312491	['Person']	What is John Malalas most known for in the field of history?	[{'translation': 'Wofür ist Johannes Malalas auf dem Gebiet der Geschichte am bekanntesten?', 'mention': 'Johannes Malalas'}]	en	de
Q3133305_0	Q3133305	['Musical work']	How many instruments are typically involved in performing the String Quartet No. 21?	[{'translation': 'Wie viele Instrumente sind typischerweise an der Aufführung des 21. Streichquartett beteiligt?', 'mention': '21. Streichquartett'}, {'translation': 'Wie viele Instrumente sind normalerweise an der Aufführung des Streichquartetts Nr. 21 beteiligt?', 'mention': 'Streichquartetts Nr. 21'}, {'translation': 'Wie viele Instrumente sind typischerweise an der Aufführung des Streichquartett Nr. 21 beteiligt?', 'mention': 'Streichquartett Nr. 21'}]	en	de
Q3133305_1	Q3133305	['Musical work']	What is the genre of the String Quartet No. 21?	[{'translation': 'Was ist das Genre des 21. Streichquartett?', 'mention': '21. Streichquartett'}, {'translation': 'Was ist das Genre des Streichquartetts Nr. 21?', 'mention': 'Streichquartetts Nr. 21'}, {'translation': 'Was ist das Genre des Streichquartett Nr. 21?', 'mention': 'Streichquartett Nr. 21'}]	en	de
Q3133305_2	Q3133305	['Musical work']	Which composer is known for composing the String Quartet No. 21?	[{'translation': 'Welcher Komponist ist dafür bekannt, das 21. Streichquartett zu komponieren?', 'mention': '21. Streichquartett'}, {'translation': 'Welcher Komponist ist bekannt für die Komposition des Streichquartetts Nr. 21?', 'mention': 'Streichquartetts Nr. 21'}, {'translation': 'Welcher Komponist ist dafür bekannt, das Streichquartett Nr. 21 zu komponieren?', 'mention': 'Streichquartett Nr. 21'}]	en	de
Q31416_0	Q31416	['Place of worship', 'Landmark']	Is the Antoniev Monastery a popular place of worship?	[{'translation': 'Ist das Antoniuskloster ein beliebter Ort der Anbetung?', 'mention': 'Antoniuskloster'}, {'translation': 'Ist das Antoniev-Kloster ein beliebter Ort der Anbetung?', 'mention': 'Antoniev-Kloster'}, {'translation': 'Ist das Antoniev -Kloster ein beliebter Anbetungsort?', 'mention': 'Antoniev -Kloster'}]	en	de
Q31416_1	Q31416	['Place of worship', 'Landmark']	Where is the Antoniev Monastery located?	[{'translation': 'Wo befindet sich das Antoniuskloster?', 'mention': 'Antoniuskloster'}]	en	de
Q31416_2	Q31416	['Place of worship', 'Landmark']	What is the significance of the Antoniev Monastery?	[{'translation': 'Was ist die Bedeutung des Antoniusklosters?', 'mention': 'Antoniuskloster'}, {'translation': 'Was ist die Bedeutung des Antoniuskloster?', 'mention': 'Antoniuskloster'}]	en	de
Q3206562_0	Q3206562	['Movie']	Who is the main actor or actress in Slave Girl?	[{'translation': 'Wer ist der Hauptdarsteller oder die Hauptdarstellerin in Die falsche Sklavin?', 'mention': 'Die falsche Sklavin'}, {'translation': 'Wer ist der Hauptdarsteller oder die Hauptdarstellerin in die falsche Sklavin?', 'mention': 'Die falsche Sklavin'}]	en	de
Q3206562_1	Q3206562	['Movie']	What year was the movie Slave Girl released?	[{'translation': 'In welchem Jahr wurde der Film Die falsche Sklavin veröffentlicht?', 'mention': 'Die falsche Sklavin'}, {'translation': 'In welchem Jahr wurde der Film die falsche Sklavin veröffentlicht?', 'mention': 'Die falsche Sklavin'}]	en	de
Q3206562_2	Q3206562	['Movie']	Which genre does the movie Slave Girl belong to?	[{'translation': 'Zu welchem Genre gehört der Film Die falsche Sklavin?', 'mention': 'Die falsche Sklavin'}, {'translation': 'Welchem Genre ist der Film die falsche Sklavin zuzuordnen?', 'mention': 'Die falsche Sklavin'}]	en	de
Q3224451_0	Q3224451	['Artwork']	Is The Stationmaster based on a true story?	[{'translation': 'Basiert Der Postmeister auf einer wahren Geschichte?', 'mention': 'Der Postmeister'}]	en	de
Q3224451_1	Q3224451	['Artwork']	What is the genre of The Stationmaster?	[{'translation': 'Was ist das Genre von Der Postmeister?', 'mention': 'Der Postmeister'}]	en	de
Q3224451_2	Q3224451	['Artwork']	How would you describe The Stationmaster in one word?	[{'translation': 'Wie würden Sie Der Postmeister in einem Wort beschreiben?', 'mention': 'Der Postmeister'}]	en	de
Q3233113_0	Q3233113	['Movie']	Can you provide a brief summary of the plot of Warriors of Virtue?	[{'translation': 'Können Sie eine kurze Zusammenfassung der Handlung von Die Krieger des Tao-Universums geben?', 'mention': 'Die Krieger des Tao-Universums'}, {'translation': 'Können Sie die Handlung von Warriors of Virtue kurz zusammenfassen?', 'mention': 'Warriors of Virtue'}]	en	de
Q3233113_1	Q3233113	['Movie']	When was the film Warriors of Virtue released?	[{'translation': 'Wann wurde der Film Die Krieger des Tao-Universums veröffentlicht?', 'mention': 'Die Krieger des Tao-Universums'}]	en	de
Q3233113_2	Q3233113	['Movie']	What is the genre of the movie Warriors of Virtue?	[{'translation': 'Was ist das Genre des Films Die Krieger des Tao-Universums?', 'mention': 'Die Krieger des Tao-Universums'}]	en	de
Q3246973_0	Q3246973	['Food']	What are some popular dishes that include black-eyed peas?	[{'translation': 'Was sind einige beliebte Gerichte, zu denen Schwarzaugenbohnen gehören?', 'mention': 'Schwarzaugenbohnen'}, {'translation': 'Was sind einige beliebte Gerichte, zu der Augenbohne gehören?', 'mention': 'Augenbohne'}]	en	de
Q3246973_1	Q3246973	['Food']	Are black-eyed peas a type of cowpea?	[{'translation': 'Sind Schwarzaugenbohnen eine Art von Kuhbohnen?', 'mention': 'Schwarzaugenbohne'}, {'translation': 'Sind die Augenbohnen eine Art von Kuherbsen?', 'mention': 'Augenbohnen'}, {'translation': 'Sind Vigna unguiculata subsp. unguiculata eine Art von Kuherbsen?', 'mention': 'Vigna unguiculata subsp. unguiculata'}]	en	de
Q3246973_2	Q3246973	['Food']	How are black-eyed peas typically prepared?	[{'translation': 'Wie werden Schwarzaugenbohnen typischerweise zubereitet?', 'mention': 'Schwarzaugenbohne'}, {'translation': 'Wie werden die Augenbohnen typischerweise zubereitet?', 'mention': 'Augenbohnen'}, {'translation': 'Wie werden Vigna unguiculata subsp. unguiculata typischerweise zubereitet?', 'mention': 'Vigna unguiculata subsp. unguiculata'}]	en	de
Q3323634_0	Q3323634	['Food']	Can fresh cheese be easily made at home?	[{'translation': 'Lässt sich Frischkäse problemlos zu Hause herstellen?', 'mention': 'Frischkäse'}, {'translation': 'Kann Frischkäse leicht zu Hause zubereitet werden?', 'mention': 'Frischkäse'}]	en	de
Q3323634_1	Q3323634	['Food']	How long does it take to make fresh cheese from start to finish?	[{'translation': 'Wie lange dauert die Herstellung von Frischkäse vom Anfang bis zum Ende?', 'mention': 'Frischkäse'}, {'translation': 'Wie lange dauert es, Frischkäse von Anfang bis Ende herzustellen?', 'mention': 'Frischkäse'}]	en	de
Q3323634_2	Q3323634	['Food']	What are some common culinary uses for fresh cheese?	[{'translation': 'Welche typischen kulinarischen Verwendungszwecke gibt es für Frischkäse?', 'mention': 'Frischkäse'}, {'translation': 'Was sind einige häufige kulinarische Verwendungen für Frischkäse?', 'mention': 'Frischkäse'}, {'translation': 'Was sind einige häufige kulinarische Verwendungszwecke für Frischkäse?', 'mention': 'Frischkäse'}]	en	de
Q333280_0	Q333280	['Musical work']	How many beats are in each measure of the Minuet in G major?	[{'translation': 'Wie viele Schläge gibt es in jedem Takt des Menuett G-Dur?', 'mention': 'Menuett G-Dur'}, {'translation': 'Wie viele Schläge gibt es in jedem Takt der Menuett G-Dur?', 'mention': 'Menuett G-Dur'}]	en	de
Q333280_1	Q333280	['Musical work']	Who is the composer of the Minuet in G major?	[{'translation': 'Wer ist der Komponist des Menuett G-Durs?', 'mention': 'Menuett G-Dur'}, {'translation': 'Wer ist der Komponist des Menuett G-Dur?', 'mention': 'Menuett G-Dur'}]	en	de
Q333280_2	Q333280	['Musical work']	What key is the Minuet in G major written in?	[{'translation': 'In welcher Tonart ist das Menuett G-Dur geschrieben?', 'mention': 'Menuett G-Dur'}, {'translation': 'In welcher Tonart ist die Menuett G-Dur geschrieben?', 'mention': 'Menuett G-Dur'}]	en	de
Q334199_0	Q334199	['Place of worship']	In which country is the Monastery of Saint-Paul-de-Mausole found?	[{'translation': 'In welchem Land befindet sich das Abtei Saint-Paul-de-Mausole?', 'mention': 'Abtei Saint-Paul-de-Mausole'}, {'translation': 'In welchem Land befindet sich die Abtei Saint-Paul-de-Mausole?', 'mention': 'Abtei Saint-Paul-de-Mausole'}]	en	de
Q334199_1	Q334199	['Place of worship']	What type of building is the Monastery of Saint-Paul-de-Mausole?	[{'translation': 'Welche Art von Gebäude ist das Abtei Saint-Paul-de-Mausole?', 'mention': 'Abtei Saint-Paul-de-Mausole'}, {'translation': 'Welche Art von Gebäude ist die Abtei Saint-Paul-de-Mausole?', 'mention': 'Abtei Saint-Paul-de-Mausole'}]	en	de
Q334199_2	Q334199	['Place of worship']	What is the name of the region where the Monastery of Saint-Paul-de-Mausole is situated?	[{'translation': 'Wie heißt die Region, in der sich das Abtei Saint-Paul-de-Mausole befindet?', 'mention': 'Abtei Saint-Paul-de-Mausole'}, {'translation': 'Wie heißt die Region, in der sich die Abtei Saint-Paul-de-Mausole befindet?', 'mention': 'Abtei Saint-Paul-de-Mausole'}]	en	de
Q3369166_0	Q3369166	['Movie']	What country is the film Can You Whistle, Johanna? from?	[{'translation': 'Aus welchem Land kommt der Film Kannst Du pfeifen, Johanna?', 'mention': 'Kannst Du pfeifen, Johanna'}, {'translation': 'Aus welchem Land kommt der Film Kannst Du pfeifen, Johanna??', 'mention': 'Kannst Du pfeifen, Johanna?'}]	en	de
Q3369166_1	Q3369166	['Movie']	When was the movie Can You Whistle, Johanna? released?	[{'translation': 'Wann wurde der Film Kannst Du pfeifen, Johanna veröffentlicht?', 'mention': 'Kannst Du pfeifen, Johanna'}, {'translation': 'Wann wurde der Film Kannst Du pfeifen, Johanna? veröffentlicht?', 'mention': 'Kannst Du pfeifen, Johanna?'}]	en	de
Q3369166_2	Q3369166	['Movie']	Who is Johanna in the movie Can You Whistle, Johanna??	[{'translation': 'Wer ist Johanna in dem Film Kannst Du pfeifen, Johanna?', 'mention': 'Kannst Du pfeifen, Johanna'}, {'translation': 'Wer ist Johanna in dem Film Kannst Du pfeifen, Johanna??', 'mention': 'Kannst Du pfeifen, Johanna?'}]	en	de
Q347374_0	Q347374	['Person']	Who is the son of Prince Gustaf Adolf, Duke of Västerbotten?	[{'translation': 'Wer ist der Sohn von Gustav Adolf Erbprinz von Schweden?', 'mention': 'Gustav Adolf Erbprinz von Schweden'}, {'translation': 'Wer ist der Sohn von Prinz Gustaf Adolf, Herzog von Västerbotten?', 'mention': 'Prinz Gustaf Adolf, Herzog von Västerbotten'}]	en	de
Q347374_1	Q347374	['Person']	Who was the father of Prince Gustaf Adolf, Duke of Västerbotten?	[{'translation': 'Wer war der Vater von Prinz Gustaf Adolf, Herzog von Västerbotten', 'mention': 'Prinz Gustaf Adolf, Herzog von Västerbotten'}, {'translation': 'Wer war der Vater von Prinz Gustaf Adolf, Herzog von Västerbotten?', 'mention': 'Prinz Gustaf Adolf, Herzog von Västerbotten'}]	en	de
Q347374_2	Q347374	['Person']	When was Prince Gustaf Adolf, Duke of Västerbotten born?	[{'translation': 'Wann wurde Prinz Gustaf Adolf, Herzog von Västerbotten, geboren?', 'mention': 'Prinz Gustaf Adolf, Herzog von Västerbotten'}]	en	de
Q3485664_0	Q3485664	['Musical work']	What is the opus number of Six Pieces for Piano, Op. 118?	[{'translation': 'Wie lautet die Opuszahl von Sechs Stücke für Klavier, Op. 118?', 'mention': 'Sechs Stücke für Klavier, Op. 118'}]	en	de
Q3485664_1	Q3485664	['Musical work']	Who composed the Six Pieces for Piano, Op. 118?	[{'translation': 'Wer komponierte die Sechs Stücke für Klavier, Op. 118?', 'mention': 'Sechs Stücke für Klavier, Op. 118?'}, {'translation': 'Wer komponierte die 6 Klavierstücke?', 'mention': '6 Klavierstücke'}]	en	de
Q3485664_2	Q3485664	['Musical work']	How many pieces are included in Six Pieces for Piano, Op. 118?	[{'translation': 'Wie viele Stücke sind in Sechs Stücke für Klavier, Op. 118?', 'mention': 'Sechs Stücke für Klavier, Op. 118?'}, {'translation': 'Wie viel Stücke sind in den sechs Klavierstücken, Op. 118 enthalten?', 'mention': 'Wie viel Stücke sind in den sechs Klavierstücken, Op. 118 enthalten?'}, {'translation': 'Wie viele Stücke sind in 6 Klavierstücke enthalten?', 'mention': '6 Klavierstücke'}]	en	de
Q3620148_0	Q3620148	['Place of worship']	Who was allowed to enter the Holy of Holies?	[{'translation': 'Wer durfte Allerheiligstes betreten?', 'mention': 'Allerheiligstes'}]	en	de
Q3620148_1	Q3620148	['Place of worship']	Where was the Holy of Holies located?	[{'translation': 'Wo befand sich das Allerheiligstes?', 'mention': 'Allerheiligstes'}]	en	de
Q3620148_2	Q3620148	['Place of worship']	What was the purpose of the Holy of Holies in worship?	[{'translation': 'Welchen Zweck hatte das Allerheiligstes in der Anbetung?', 'mention': 'Allerheiligstes'}]	en	de
Q372907_0	Q372907	['Musical work']	Can you provide any details about the Violin Concerto?	[{'translation': 'Können Sie Einzelheiten zum Violinkonzert nennen?', 'mention': 'Violinkonzert'}, {'translation': 'Können Sie irgendwelche Details über das Violinkonzert angeben?', 'mention': 'Violinkonzert'}]	en	de
Q372907_1	Q372907	['Musical work']	What type of musical work is the Violin Concerto?	[{'translation': 'Um welche Art von Musikwerk handelt es sich beim Violinkonzert?', 'mention': 'Violinkonzert'}, {'translation': 'Welche Art von musikalischem Werk ist das Violinkonzert?', 'mention': 'Violinkonzert'}, {'translation': 'Welche Art von musikalischer Arbeit ist das Violinkonzert?', 'mention': 'Violinkonzert'}]	en	de
Q372907_2	Q372907	['Musical work']	How would you describe the Violin Concerto by Tchaikovsky?	[{'translation': 'Wie würden Sie das Violinkonzert von Tschaikowsky beschreiben?', 'mention': 'Violinkonzert'}]	en	de
Q3821338_0	Q3821338	['Movie']	Which country is the main focus of the documentary film Ballad of the Little Soldier?	[{'translation': 'Welches Land steht im Mittelpunkt des Dokumentarfilms Ballade vom kleinen Soldaten?', 'mention': 'Ballade vom kleinen Soldaten'}]	en	de
Q3821338_1	Q3821338	['Movie']	What is the genre of the movie Ballad of the Little Soldier?	[{'translation': 'Was ist das Genre des Films Ballade vom kleinen Soldaten?', 'mention': 'Ballade vom kleinen Soldaten'}]	en	de
Q3821338_2	Q3821338	['Movie']	When was the movie Ballad of the Little Soldier released?	[{'translation': 'Wann wurde der Film Ballade vom kleinen Soldaten veröffentlicht?', 'mention': 'Ballade vom kleinen Soldaten'}]	en	de
Q3925518_0	Q3925518	['Artwork']	Who created the Siena Cathedral Pulpit?	[{'translation': 'Wer hat die Kanzel im Dom von Siena geschaffen?', 'mention': 'Kanzel im Dom von Siena'}]	en	de
Q3925518_1	Q3925518	['Artwork']	Where is the Siena Cathedral Pulpit located?	[{'translation': 'Wo befindet sich die Kanzel im Dom von Siena?', 'mention': 'Kanzel im Dom von Siena'}]	en	de
Q3925518_2	Q3925518	['Artwork']	What is the historical significance of the Siena Cathedral Pulpit?	[{'translation': 'Was ist die historische Bedeutung der Kanzel im Dom von Siena?', 'mention': 'Kanzel im Dom von Siena'}]	en	de
Q4024504_0	Q4024504	['Person', 'Fictional entity']	What are some notable characteristics of Uncle Henry in L. Frank Baum's Oz-series?	[{'translation': 'Was sind einige bemerkenswerte Merkmale von Onkel Henry in L. Frank Baums Oz-Serie?', 'mention': 'Onkel Henry'}, {'translation': 'Was sind einige bemerkenswerte Eigenschaften von Onkel Henry in L. Frank Baums Oz-Serie?', 'mention': 'Onkel Henry'}]	en	de
Q4024504_1	Q4024504	['Person', 'Fictional entity']	What role does Uncle Henry play in L. Frank Baum's Oz-series?	[{'translation': 'Welche Rolle spielt Onkel Henry in L. Frank Baums Oz-Serie?', 'mention': 'Onkel Henry'}]	en	de
Q4024504_2	Q4024504	['Person', 'Fictional entity']	How does Uncle Henry relate to the main character in L. Frank Baum's Oz-series?	[{'translation': 'Wie verhält sich Onkel Henry zu den Hauptfiguren in L. Frank Baums Oz-Serie?', 'mention': 'Onkel Henry'}, {'translation': 'Wie steht Onkel Henry in Beziehung zur Hauptfiguren in L. Frank Baums Oz-Serie?', 'mention': 'Onkel Henry'}, {'translation': 'In welcher Beziehung steht Onkel Henry zu den Hauptfiguren in L. Frank Baums Oz-Serie?', 'mention': 'Onkel Henry'}]	en	de
Q40309_0	Q40309	['Artwork', 'Book']	Which part of the Bible does the Acts of the Apostles belong to?	[{'translation': 'Zu welchem Teil der Bibel gehören die Apostelgeschichte des Lukas?', 'mention': 'Apostelgeschichte des Lukas'}, {'translation': 'Zu welchem Teil der Bibel gehören die Apostelgeschichte?', 'mention': 'Apostelgeschichte'}, {'translation': 'Zu welchem \u200b\u200bTeil der Bibel gehört die Apostelgeschichte?', 'mention': 'Apostelgeschichte'}]	en	de
Q40309_1	Q40309	['Artwork', 'Book']	Is the Acts of the Apostles considered a book or an artwork?	[{'translation': 'Wird die Apostelgeschichte des Lukas als Buch oder Kunstwerk betrachtet?', 'mention': 'Apostelgeschichte des Lukas'}]	en	de
Q40309_2	Q40309	['Artwork', 'Book']	What type of book is the Acts of the Apostles?	[{'translation': 'Welche Art von Buch ist die Apostelgeschichte des Lukas?', 'mention': 'Apostelgeschichte des Lukas'}, {'translation': 'Welche Art von Buch ist die Apostelgeschichte?', 'mention': 'Apostelgeschichte'}, {'translation': 'Was für ein Buch ist die Apostelgeschichte?', 'mention': 'Apostelgeschichte'}]	en	de
Q403351_0	Q403351	['Musical work']	Is String Quartet No. 2 a well-known composition?	[{'translation': 'Ist das Streichquartett Nr.2 eine bekannte Komposition?', 'mention': 'Streichquartett Nr.2'}, {'translation': 'Ist Streichquartett Nr. 2 eine bekannte Komposition?', 'mention': 'Streichquartett Nr. 2'}, {'translation': 'Ist das Streichquartett Nr. 2 eine bekannte Komposition?', 'mention': 'Streichquartett Nr. 2'}]	en	de
Q403351_1	Q403351	['Musical work']	What type of musical work is String Quartet No. 2?	[{'translation': 'Welche Art von Musikwerk ist das Streichquartett Nr.2?', 'mention': 'Streichquartett Nr.2'}, {'translation': 'Welche Art von Musikwerk ist das Streichquartett Nr. 2?', 'mention': 'Streichquartett Nr. 2'}, {'translation': 'Was für ein musikalisches Werk ist das Streichquartett Nr. 2?', 'mention': 'Streichquartett Nr. 2'}]	en	de
Q41359_0	Q41359	['Artwork', 'Book']	What type of artwork is inspired by Kurt Vonnegut's Cat's Cradle?	[{'translation': 'Welche Art von Kunstwerk ist von Kurt Vonneguts Katzenwiege inspiriert?', 'mention': 'Katzenwiege'}, {'translation': 'Welche Art von literarischem Werk ist von Kurt Vonneguts Katzenwiege inspiriert?', 'mention': 'Katzenwiege'}, {'translation': 'Welche Art von Kunst ist von Kurt Vonneguts Katzenwiege inspiriert?', 'mention': 'Katzenwiege'}]	en	de
Q41359_1	Q41359	['Artwork', 'Book']	In what year was Cat's Cradle published?	[{'translation': 'In welchem Jahr wurde Katzenwiege veröffentlicht?', 'mention': 'Katzenwiege'}, {'translation': 'In welchem Jahr wurde Katzenwiege publiziert?', 'mention': 'Katzenwiege'}]	en	de
Q41359_2	Q41359	['Artwork', 'Book']	What are some of the major themes explored in the novel Cat's Cradle?	[{'translation': 'Was sind einige der Hauptthemen, die im Roman Katzenwiege untersucht werden?', 'mention': 'Katzenwiege'}, {'translation': 'Welches sind die Hauptmotive, welche im Roman Katzenwiege ergründet werden?', 'mention': 'Katzenwiege'}, {'translation': 'Was sind einige der Hauptthemen, die im Roman Katzenwiege behandelt werden?', 'mention': 'Katzenwiege'}]	en	de
Q4150068_0	Q4150068	['Artwork']	Where can one view or experience the artwork The Storm by Alexander Ostrovsky?	[{'translation': 'Wo kann man das Kunstwerk Gewitter von Alexander Ostrowski sehen oder erleben?', 'mention': 'Gewitter'}, {'translation': 'Wo kann man das Kunstwerk Gewitter von Alexander Ostrovsky sehen oder erleben?', 'mention': 'Gewitter'}, {'translation': 'Wo kann man das Werk Gewitter von Alexander Ostrovsky sehen oder erleben?', 'mention': 'Gewitter'}]	en	de
Q4150068_1	Q4150068	['Artwork']	Who is the main character in the artwork The Storm by Alexander Ostrovsky?	[{'translation': 'Wer ist die Hauptfigur im Kunstwerk Gewitter von Alexander Ostrowski?', 'mention': 'Gewitter'}, {'translation': 'Wer ist die Hauptfigur im Kunstwerk Gewitter von Alexander Ostrovsky?', 'mention': 'Gewitter'}, {'translation': 'Wer ist die Hauptfigur im Werk Gewitter von Alexander Ostrovsky?', 'mention': 'Gewitter'}]	en	de
Q4150068_2	Q4150068	['Artwork']	How does The Storm play by Alexander Ostrovsky reflect the social dynamics of its time?	[{'translation': 'Wie spiegelt das Stück Gewitter von Alexander Ostrowski die soziale Dynamik seiner Zeit wider?', 'mention': 'Gewitter'}, {'translation': 'Wie spiegelt das Spiel Gewitter von Alexander Ostrovsky die soziale Dynamik seiner Zeit wider?', 'mention': 'Gewitter'}, {'translation': 'Wie spiegelt das Drama Gewitter von Alexander Ostrovsky die soziale Dynamik seiner Zeit wider?', 'mention': 'Gewitter'}]	en	de
Q41663451_0	Q41663451	['Artwork', 'Book']	What is the main theme or storyline of The Long Way to a Small, Angry Planet?	[{'translation': 'Was ist das Hauptthema oder die Handlung von Der lange Weg zu einem kleinen zornigen Planeten?', 'mention': 'Der lange Weg zu einem kleinen zornigen Planeten'}]	en	de
Q41663451_1	Q41663451	['Artwork', 'Book']	What genre does The Long Way to a Small, Angry Planet belong to?	[{'translation': 'Zu welchem Genre gehört Der lange Weg zu einem kleinen zornigen Planeten?', 'mention': 'Der lange Weg zu einem kleinen zornigen Planeten'}]	en	de
Q41663451_2	Q41663451	['Artwork', 'Book']	What year was The Long Way to a Small, Angry Planet published?	[{'translation': 'In welchem Jahr wurde Der lange Weg zu einem kleinen zornigen Planeten veröffentlicht?', 'mention': 'Der lange Weg zu einem kleinen zornigen Planeten'}]	en	de
Q4198639_0	Q4198639	['Landmark']	What is the significance of the Izmaylovo Estate?	[{'translation': 'Was ist die Bedeutung des Izmaylovo Estate?', 'mention': 'Izmaylovo Estate'}]	en	de
Q4198639_1	Q4198639	['Landmark']	Where is the Izmaylovo Estate located?	[{'translation': 'Wo befindet sich das Izmaylovo Estate gelegen?', 'mention': 'Izmaylovo Estate'}, {'translation': 'Wo befindet sich das Izmaylovo Estate?', 'mention': 'Izmaylovo Estate'}]	en	de
Q4198639_2	Q4198639	['Landmark']	How would you describe the Izmaylovo Estate in Russia?	[{'translation': 'Wie würden Sie das Izmaylovo Estate in Russland beschreiben?', 'mention': 'Izmaylovo Estate'}]	en	de
Q4201575_0	Q4201575	['Landmark']	How did the Marx-Engels-Lenin Institute contribute to the study of Marxism in the Soviet Union?	[{'translation': 'Wie hat das Institut für Marxismus-Leninismus beim ZK der KPdSU zum Studium des Marxismus in der Sowjetunion beigetragen?', 'mention': 'Institut für Marxismus-Leninismus beim ZK der KPdSU'}]	en	de
Q4201575_1	Q4201575	['Landmark']	Can you briefly explain what the Marx-Engels-Lenin Institute was used for in the Soviet Union?	[{'translation': 'Können Sie kurz erklären, wofür das Institut für Marxismus-Leninismus beim ZK der KPdSU in der Sowjetunion verwendet wurde?', 'mention': 'Institut für Marxismus-Leninismus beim ZK der KPdSU'}, {'translation': 'Können Sie kurz erklären, wofür das Institut für Marxismus-Leninismus beim ZK der KPdSUin der Sowjetunion verwendet wurde?', 'mention': 'Institut für Marxismus-Leninismus beim ZK der KPdSU'}]	en	de
Q4201575_2	Q4201575	['Landmark']	Where is the location of the Marx-Engels-Lenin Institute?	[{'translation': 'Wo befindet sich das Institut für Marxismus-Leninismus beim ZK der KPdSU?', 'mention': 'Institut für Marxismus-Leninismus beim ZK der KPdSU'}]	en	de
Q42826001_0	Q42826001	['Artwork']	Is The Silent Death a novel or a painting?	[{'translation': 'Ist Der stumme Tod ein Roman oder ein Gemälde?', 'mention': 'Der stumme Tod'}]	en	de
Q42826001_1	Q42826001	['Artwork']	Who is the author of The Silent Death?	[{'translation': 'Wer ist der Autor von Der stumme Tod?', 'mention': 'Der stumme Tod'}]	en	de
Q42826001_2	Q42826001	['Artwork']	What nationality is Volker Kutscher, the author of The Silent Death?	[{'translation': 'Welche Nationalität hat Volker Kutscher, der Autor von Der stumme Tod?', 'mention': 'Der stumme Tod'}]	en	de
Q4354348_0	Q4354348	['Fictional entity', 'Person']	Is Tam Sventon a real or fictional character?	[{'translation': 'Ist Teffan Tiegelmann eine echte oder fiktive Figur?', 'mention': 'Teffan Tiegelmann'}]	en	de
Q4354348_1	Q4354348	['Fictional entity', 'Person']	Where is Tam Sventon based?	[{'translation': 'Wo hat Teffan Tiegelmann seinen Sitz?', 'mention': 'Teffan Tiegelmann'}]	en	de
Q4354348_2	Q4354348	['Fictional entity', 'Person']	What is Tam Sventon's profession?	[{'translation': 'Was ist der Beruf von Teffan Tiegelmann?', 'mention': 'Teffan Tiegelmann'}]	en	de
Q437869_0	Q437869	['Person']	Where was Evagrius Ponticus from?	[{'translation': 'Woher kam Euagrios Pontikos?', 'mention': 'Euagrios Pontikos'}]	en	de
Q437869_1	Q437869	['Person']	What was Evagrius Ponticus known for?	[{'translation': 'Wofür war Euagrios Pontikos bekannt?', 'mention': 'Euagrios Pontikos'}]	en	de
Q437869_2	Q437869	['Person']	When did Evagrius Ponticus live?	[{'translation': 'Wann hat Euagrios Pontikos gelebt?', 'mention': 'Euagrios Pontikos'}]	en	de
Q43968_0	Q43968	['Movie']	Who are the main characters in the movie The Trapp Family?	[{'translation': 'Wer sind die Hauptfiguren in dem Film Die Trapp-Familie?', 'mention': 'Die Trapp-Familie'}, {'translation': 'Wer sind die Hauptfiguren im Film Die Trapp-Familie?', 'mention': 'Die Trapp-Familie'}, {'translation': 'Wer sind die Hauptcharaktere im Film Die Trapp-Familie?', 'mention': 'Die Trapp-Familie'}]	en	de
Q43968_1	Q43968	['Movie']	What year was the movie The Trapp Family released?	[{'translation': 'In welchem Jahr wurde der Film Die Trapp-Familie veröffentlicht?', 'mention': 'Die Trapp-Familie'}]	en	de
Q43968_2	Q43968	['Movie']	What is the genre of the movie The Trapp Family?	[{'translation': 'Was ist das Genre des Films Die Trapp-Familie?', 'mention': 'Die Trapp-Familie'}, {'translation': 'Welchem Genre gehört der Film Die Trapp-Familie an?', 'mention': 'Die Trapp-Familie'}]	en	de
Q4406483_0	Q4406483	['Movie']	What year was The Most Charming and Attractive, directed by Gerald Bezhanov, released?	[{'translation': 'In welchem Jahr wurde Die Allerschönste unter der Regie von Gerald Bezhanov veröffentlicht?', 'mention': 'Die Allerschönste'}]	en	de
Q4406483_1	Q4406483	['Movie']	Who directed the film titled The Most Charming and Attractive in 1985?	[{'translation': 'Wer hat 1985 den Film Die Allerschönste inszeniert?', 'mention': 'Die Allerschönste'}]	en	de
Q4406483_2	Q4406483	['Movie']	Who is the director of the 1985 film called The Most Charming and Attractive?	[{'translation': 'Wer ist der Regisseur des Films Die Allerschönste aus dem Jahr 1985?', 'mention': 'Die Allerschönste'}]	en	de
Q44064_0	Q44064	['Food']	What are the health benefits of eating sockeye salmon?	[{'translation': 'Was sind die gesundheitlichen Vorteile des Verzehrs von Rotlachs', 'mention': 'Rotlachs'}, {'translation': 'Was sind die gesundheitlichen Vorteile des Verzehrs von Rotlachs?', 'mention': 'Rotlachs'}]	en	de
